Time	Sum	Command
3363	3363	-----> command git rev-parse --git-dir --is-inside-git-dir --is-bare-repository --is-inside-work-tree HEAD ^/dev/null
22	22	----> test -n "$repo_info"
7	7	----> or return
313	388	---> __fish_hg_prompt
11	75	----> if not command -sq hg...
55	55	-----> not command -sq hg
9	9	-----> return 1
163	24486	---> __fish_svn_prompt
9	65	----> if not command -sq svn...
56	56	-----> not command -sq svn
91	24212	----> set -l checkout_info (command svn info ^/dev/null)
24121	24121	-----> command svn info ^/dev/null
15	46	----> if [ $status -ne 0 ]...
24	24	-----> [ $status -ne 0 ]
7	7	-----> return
11	111	-> if not test $last_status -eq 0...
15	15	--> not test $last_status -eq 0
85	85	--> set_color $fish_color_error
17	17	-> echo -n "$suffix "
13	13	-> set_color normal
15	15	> echo $_ " "
27	69	> __fish_pwd
42	42	-> pwd
76	161	> __fish_disable_bracketed_paste 'cd pyenv.fish'
85	85	-> printf "\e[?2004l"
72	72	> echo $_ " "
113	205	> __fish_pwd
92	92	-> pwd
492	1601	> cd pyenv.fish
151	151	-> set -l MAX_DIR_HIST 25
18	287	-> if test (count $argv) -gt 1...
157	269	--> test (count $argv) -gt 1
112	112	---> count $argv
19	117	-> if status --is-command-substitution...
98	98	--> status --is-command-substitution
99	99	-> set -l previous $PWD
19	74	-> if test "$argv" = "-"...
55	55	--> test "$argv" = "-"
109	109	-> builtin cd $argv
85	85	-> set -l cd_status $status
28	129	-> if test $cd_status -eq 0 -a "$PWD" != "$previous"...
101	101	--> test $cd_status -eq 0 -a "$PWD" != "$previous"
58	58	-> return $cd_status
73	132	> __fish_enable_bracketed_paste
59	59	-> printf "\e[?2004h"
84	599	> fish_mode_prompt
376	515	-> fish_default_mode_prompt
25	139	--> if test "$fish_key_bindings" = "fish_vi_key_bindings"...
72	72	---> test "$fish_key_bindings" = "fish_vi_key_bindings"
42	42	---> or test "$fish_key_bindings" = "fish_hybrid_key_bindings"
955	30472	> fish_prompt
49	49	-> set -l last_status $status
15	37	-> if not set -q __fish_git_prompt_show_informative_status...
22	22	--> not set -q __fish_git_prompt_show_informative_status
13	33	-> if not set -q __fish_git_prompt_hide_untrackedfiles...
20	20	--> not set -q __fish_git_prompt_hide_untrackedfiles
12	31	-> if not set -q __fish_git_prompt_color_branch...
19	19	--> not set -q __fish_git_prompt_color_branch
13	43	-> if not set -q __fish_git_prompt_showupstream...
30	30	--> not set -q __fish_git_prompt_showupstream
13	32	-> if not set -q __fish_git_prompt_char_upstream_ahead...
19	19	--> not set -q __fish_git_prompt_char_upstream_ahead
13	31	-> if not set -q __fish_git_prompt_char_upstream_behind...
18	18	--> not set -q __fish_git_prompt_char_upstream_behind
14	32	-> if not set -q __fish_git_prompt_char_upstream_prefix...
18	18	--> not set -q __fish_git_prompt_char_upstream_prefix
14	32	-> if not set -q __fish_git_prompt_char_stagedstate...
18	18	--> not set -q __fish_git_prompt_char_stagedstate
12	30	-> if not set -q __fish_git_prompt_char_dirtystate...
18	18	--> not set -q __fish_git_prompt_char_dirtystate
11	30	-> if not set -q __fish_git_prompt_char_untrackedfiles...
19	19	--> not set -q __fish_git_prompt_char_untrackedfiles
11	35	-> if not set -q __fish_git_prompt_char_conflictedstate...
24	24	--> not set -q __fish_git_prompt_char_conflictedstate
12	30	-> if not set -q __fish_git_prompt_char_cleanstate...
18	18	--> not set -q __fish_git_prompt_char_cleanstate
12	30	-> if not set -q __fish_git_prompt_color_dirtystate...
18	18	--> not set -q __fish_git_prompt_color_dirtystate
12	30	-> if not set -q __fish_git_prompt_color_stagedstate...
18	18	--> not set -q __fish_git_prompt_color_stagedstate
12	30	-> if not set -q __fish_git_prompt_color_invalidstate...
18	18	--> not set -q __fish_git_prompt_color_invalidstate
12	30	-> if not set -q __fish_git_prompt_color_untrackedfiles...
18	18	--> not set -q __fish_git_prompt_color_untrackedfiles
12	30	-> if not set -q __fish_git_prompt_color_cleanstate...
18	18	--> not set -q __fish_git_prompt_color_cleanstate
12	30	-> if not set -q __fish_prompt_normal...
18	18	--> not set -q __fish_prompt_normal
30	30	-> set -l color_cwd
34	34	-> set -l prefix
27	27	-> set -l suffix
38	110	-> switch "$USER"...
41	41	--> set color_cwd $fish_color_cwd
31	31	--> set suffix '$'
100	100	-> set_color $color_cwd
88	1171	-> echo -n (prompt_pwd)
316	1083	--> prompt_pwd
44	44	---> set -l options 'h/help'
102	102	---> argparse -n prompt_pwd --max-args=0 $options -- $argv
15	36	---> if set -q _flag_help...
21	21	----> set -q _flag_help
20	20	---> set -q fish_prompt_pwd_dir_length
31	31	---> or set -l fish_prompt_pwd_dir_length 1
107	107	---> set realhome ~
113	275	---> set -l tmp (string replace -r '^'"$realhome"'($|/)' '~$1' $PWD)
162	162	----> string replace -r '^'"$realhome"'($|/)' '~$1' $PWD
20	152	---> if [ $fish_prompt_pwd_dir_length -eq 0 ]...
67	67	----> [ $fish_prompt_pwd_dir_length -eq 0 ]
65	65	----> string replace -ar '(\.?[^/]{'"$fish_prompt_pwd_dir_length"'})[^/]*/' '$1/' $tmp
30	30	-> set_color normal
72	27221	-> printf '%s ' (__fish_vcs_prompt)
127	27149	--> __fish_vcs_prompt
1048	5862	---> __fish_git_prompt
16	120	----> if not command -sq git...
104	104	-----> not command -sq git
133	4652	----> set -l repo_info (command git rev-parse --git-dir --is-inside-git-dir --is-bare-repository --is-inside-work-tree HEAD ^/dev/null)
4519	4519	-----> command git rev-parse --git-dir --is-inside-git-dir --is-bare-repository --is-inside-work-tree HEAD ^/dev/null
32	32	----> test -n "$repo_info"
10	10	----> or return
496	598	---> __fish_hg_prompt
16	102	----> if not command -sq hg...
73	73	-----> not command -sq hg
13	13	-----> return 1
305	20562	---> __fish_svn_prompt
13	95	----> if not command -sq svn...
82	82	-----> not command -sq svn
112	20113	----> set -l checkout_info (command svn info ^/dev/null)
20001	20001	-----> command svn info ^/dev/null
15	49	----> if [ $status -ne 0 ]...
26	26	-----> [ $status -ne 0 ]
8	8	-----> return
12	129	-> if not test $last_status -eq 0...
19	19	--> not test $last_status -eq 0
98	98	--> set_color $fish_color_error
21	21	-> echo -n "$suffix "
19	19	-> set_color normal
19	19	> echo $_ " "
30	76	> __fish_pwd
46	46	-> pwd
75	112	> __fish_disable_bracketed_paste 'cd ..'
37	37	-> printf "\e[?2004l"
33	33	> echo $_ " "
51	130	> __fish_pwd
79	79	-> pwd
285	28948	> cd ..
52	52	-> set -l MAX_DIR_HIST 25
12	136	-> if test (count $argv) -gt 1...
82	124	--> test (count $argv) -gt 1
42	42	---> count $argv
11	42	-> if status --is-command-substitution...
31	31	--> status --is-command-substitution
46	46	-> set -l previous $PWD
12	49	-> if test "$argv" = "-"...
37	37	--> test "$argv" = "-"
163	27990	-> builtin cd $argv
40	25954	--> __z_on_variable_pwd VARIABLE SET PWD
299	25914	---> __z_add
126	2391	----> set -l path (command dirname (status -f))
2244	2265	-----> command dirname (status -f)
21	21	------> status -f
101	176	----> for i in $Z_EXCLUDE...
11	75	-----> if contains -- $PWD $i...
64	64	------> contains -- $PWD $i
118	2238	----> set -l tmpfile (mktemp $Z_DATA.XXXXXX)
2120	2120	-----> mktemp $Z_DATA.XXXXXX
107	9525	----> if test -f $tmpfile...
41	41	-----> test -f $tmpfile
4655	7312	-----> command awk -v path="$PWD" -v now=(date +%s) -F "|" -f $path/zadd.awk $Z_DATA 2>/dev/null >$tmpfile
2657	2657	------> date +%s
20	143	-----> if test ! -z "$Z_OWNER"...
123	123	------> test ! -z "$Z_OWNER"
1922	1922	-----> command mv $tmpfile $Z_DATA
231	11285	----> __z_complete
566	10477	-----> set -l __z_marks (string replace -r '\|.*' '' < $Z_DATA | string escape)
9911	9911	------> string replace -r '\|.*' '' < $Z_DATA | string escape
268	268	-----> complete -c $Z_CMD -a "$__z_marks" -f
199	199	-----> complete -c $ZO_CMD -a "$__z_marks" -f
22	22	-----> complete -c $Z_CMD -s c -l clean  -d "Cleans out $Z_DATA"
15	15	-----> complete -c $Z_CMD -s e -l echo   -d "Prints best match, no cd"
14	14	-----> complete -c $Z_CMD -s l -l list   -d "List matches, no cd"
17	17	-----> complete -c $Z_CMD -s p -l purge  -d "Purges $Z_DATA"
13	13	-----> complete -c $Z_CMD -s r -l rank   -d "Searches by rank, cd"
15	15	-----> complete -c $Z_CMD -s t -l recent -d "Searches by recency, cd"
14	14	-----> complete -c $Z_CMD -s h -l help   -d "Print help"
57	1873	--> __update_cwd_osc VARIABLE SET PWD
9	32	---> if status --is-command-substitution...
14	14	----> status --is-command-substitution
9	9	----> or set -q INSIDE_EMACS
125	1784	---> printf \e\]7\;file://\%s\%s\a (hostname) (string escape --style=url $PWD)
1627	1627	----> hostname
32	32	----> string escape --style=url $PWD
41	41	-> set -l cd_status $status
34	286	-> if test $cd_status -eq 0 -a "$PWD" != "$previous"...
56	56	--> test $cd_status -eq 0 -a "$PWD" != "$previous"
22	22	--> set -q dirprev
52	52	--> set -q dirprev[$MAX_DIR_HIST]
66	66	--> set -g dirprev $dirprev $previous
29	29	--> set -e dirnext
27	27	--> set -g __fish_cd_direction prev
21	21	-> return $cd_status
27	44	> __fish_enable_bracketed_paste
17	17	-> printf "\e[?2004h"
27	255	> fish_mode_prompt
105	228	-> fish_default_mode_prompt
12	123	--> if test "$fish_key_bindings" = "fish_vi_key_bindings"...
89	89	---> test "$fish_key_bindings" = "fish_vi_key_bindings"
22	22	---> or test "$fish_key_bindings" = "fish_hybrid_key_bindings"
455	28081	> fish_prompt
25	25	-> set -l last_status $status
6	17	-> if not set -q __fish_git_prompt_show_informative_status...
11	11	--> not set -q __fish_git_prompt_show_informative_status
6	15	-> if not set -q __fish_git_prompt_hide_untrackedfiles...
9	9	--> not set -q __fish_git_prompt_hide_untrackedfiles
6	15	-> if not set -q __fish_git_prompt_color_branch...
9	9	--> not set -q __fish_git_prompt_color_branch
6	14	-> if not set -q __fish_git_prompt_showupstream...
8	8	--> not set -q __fish_git_prompt_showupstream
6	18	-> if not set -q __fish_git_prompt_char_upstream_ahead...
12	12	--> not set -q __fish_git_prompt_char_upstream_ahead
6	14	-> if not set -q __fish_git_prompt_char_upstream_behind...
8	8	--> not set -q __fish_git_prompt_char_upstream_behind
6	14	-> if not set -q __fish_git_prompt_char_upstream_prefix...
8	8	--> not set -q __fish_git_prompt_char_upstream_prefix
6	15	-> if not set -q __fish_git_prompt_char_stagedstate...
9	9	--> not set -q __fish_git_prompt_char_stagedstate
5	14	-> if not set -q __fish_git_prompt_char_dirtystate...
9	9	--> not set -q __fish_git_prompt_char_dirtystate
6	15	-> if not set -q __fish_git_prompt_char_untrackedfiles...
9	9	--> not set -q __fish_git_prompt_char_untrackedfiles
6	15	-> if not set -q __fish_git_prompt_char_conflictedstate...
9	9	--> not set -q __fish_git_prompt_char_conflictedstate
6	18	-> if not set -q __fish_git_prompt_char_cleanstate...
12	12	--> not set -q __fish_git_prompt_char_cleanstate
6	15	-> if not set -q __fish_git_prompt_color_dirtystate...
9	9	--> not set -q __fish_git_prompt_color_dirtystate
5	14	-> if not set -q __fish_git_prompt_color_stagedstate...
9	9	--> not set -q __fish_git_prompt_color_stagedstate
5	14	-> if not set -q __fish_git_prompt_color_invalidstate...
9	9	--> not set -q __fish_git_prompt_color_invalidstate
9	18	-> if not set -q __fish_git_prompt_color_untrackedfiles...
9	9	--> not set -q __fish_git_prompt_color_untrackedfiles
6	14	-> if not set -q __fish_git_prompt_color_cleanstate...
8	8	--> not set -q __fish_git_prompt_color_cleanstate
6	15	-> if not set -q __fish_prompt_normal...
9	9	--> not set -q __fish_prompt_normal
14	14	-> set -l color_cwd
14	14	-> set -l prefix
13	13	-> set -l suffix
17	56	-> switch "$USER"...
24	24	--> set color_cwd $fish_color_cwd
15	15	--> set suffix '$'
29	29	-> set_color $color_cwd
50	480	-> echo -n (prompt_pwd)
123	430	--> prompt_pwd
21	21	---> set -l options 'h/help'
30	30	---> argparse -n prompt_pwd --max-args=0 $options -- $argv
7	17	---> if set -q _flag_help...
10	10	----> set -q _flag_help
9	9	---> set -q fish_prompt_pwd_dir_length
15	15	---> or set -l fish_prompt_pwd_dir_length 1
58	58	---> set realhome ~
55	98	---> set -l tmp (string replace -r '^'"$realhome"'($|/)' '~$1' $PWD)
43	43	----> string replace -r '^'"$realhome"'($|/)' '~$1' $PWD
12	59	---> if [ $fish_prompt_pwd_dir_length -eq 0 ]...
16	16	----> [ $fish_prompt_pwd_dir_length -eq 0 ]
31	31	----> string replace -ar '(\.?[^/]{'"$fish_prompt_pwd_dir_length"'})[^/]*/' '$1/' $tmp
16	16	-> set_color normal
76	26604	-> printf '%s ' (__fish_vcs_prompt)
42	26528	--> __fish_vcs_prompt
451	3764	---> __fish_git_prompt
7	71	----> if not command -sq git...
64	64	-----> not command -sq git
85	3215	----> set -l repo_info (command git rev-parse --git-dir --is-inside-git-dir --is-bare-repository --is-inside-work-tree HEAD ^/dev/null)
3130	3130	-----> command git rev-parse --git-dir --is-inside-git-dir --is-bare-repository --is-inside-work-tree HEAD ^/dev/null
21	21	----> test -n "$repo_info"
6	6	----> or return
266	329	---> __fish_hg_prompt
9	63	----> if not command -sq hg...
47	47	-----> not command -sq hg
7	7	-----> return 1
148	22393	---> __fish_svn_prompt
7	56	----> if not command -sq svn...
49	49	-----> not command -sq svn
150	22119	----> set -l checkout_info (command svn info ^/dev/null)
21969	21969	-----> command svn info ^/dev/null
21	70	----> if [ $status -ne 0 ]...
41	41	-----> [ $status -ne 0 ]
8	8	-----> return
12	34	-> if not test $last_status -eq 0...
22	22	--> not test $last_status -eq 0
26	26	-> echo -n "$suffix "
41	41	-> set_color normal
23	23	> echo $_ " "
57	162	> __fish_pwd
105	105	-> pwd
79	186	> __fish_disable_bracketed_paste ls
107	107	-> printf "\e[?2004l"
44	44	> echo $_ " "
66	161	> __fish_pwd
95	95	-> pwd
344	7557	> ls
7213	7213	-> command ls -G $argv
73	123	> __fish_enable_bracketed_paste
50	50	-> printf "\e[?2004h"
50	440	> fish_mode_prompt
201	390	-> fish_default_mode_prompt
15	189	--> if test "$fish_key_bindings" = "fish_vi_key_bindings"...
134	134	---> test "$fish_key_bindings" = "fish_vi_key_bindings"
40	40	---> or test "$fish_key_bindings" = "fish_hybrid_key_bindings"
830	29416	> fish_prompt
51	51	-> set -l last_status $status
14	36	-> if not set -q __fish_git_prompt_show_informative_status...
22	22	--> not set -q __fish_git_prompt_show_informative_status
12	32	-> if not set -q __fish_git_prompt_hide_untrackedfiles...
20	20	--> not set -q __fish_git_prompt_hide_untrackedfiles
11	30	-> if not set -q __fish_git_prompt_color_branch...
19	19	--> not set -q __fish_git_prompt_color_branch
11	29	-> if not set -q __fish_git_prompt_showupstream...
18	18	--> not set -q __fish_git_prompt_showupstream
12	34	-> if not set -q __fish_git_prompt_char_upstream_ahead...
22	22	--> not set -q __fish_git_prompt_char_upstream_ahead
12	29	-> if not set -q __fish_git_prompt_char_upstream_behind...
17	17	--> not set -q __fish_git_prompt_char_upstream_behind
11	29	-> if not set -q __fish_git_prompt_char_upstream_prefix...
18	18	--> not set -q __fish_git_prompt_char_upstream_prefix
11	29	-> if not set -q __fish_git_prompt_char_stagedstate...
18	18	--> not set -q __fish_git_prompt_char_stagedstate
11	29	-> if not set -q __fish_git_prompt_char_dirtystate...
18	18	--> not set -q __fish_git_prompt_char_dirtystate
11	28	-> if not set -q __fish_git_prompt_char_untrackedfiles...
17	17	--> not set -q __fish_git_prompt_char_untrackedfiles
11	28	-> if not set -q __fish_git_prompt_char_conflictedstate...
17	17	--> not set -q __fish_git_prompt_char_conflictedstate
10	26	-> if not set -q __fish_git_prompt_char_cleanstate...
16	16	--> not set -q __fish_git_prompt_char_cleanstate
10	26	-> if not set -q __fish_git_prompt_color_dirtystate...
16	16	--> not set -q __fish_git_prompt_color_dirtystate
11	28	-> if not set -q __fish_git_prompt_color_stagedstate...
17	17	--> not set -q __fish_git_prompt_color_stagedstate
12	28	-> if not set -q __fish_git_prompt_color_invalidstate...
16	16	--> not set -q __fish_git_prompt_color_invalidstate
11	28	-> if not set -q __fish_git_prompt_color_untrackedfiles...
17	17	--> not set -q __fish_git_prompt_color_untrackedfiles
10	33	-> if not set -q __fish_git_prompt_color_cleanstate...
23	23	--> not set -q __fish_git_prompt_color_cleanstate
12	28	-> if not set -q __fish_prompt_normal...
16	16	--> not set -q __fish_prompt_normal
27	27	-> set -l color_cwd
27	27	-> set -l prefix
25	25	-> set -l suffix
33	98	-> switch "$USER"...
36	36	--> set color_cwd $fish_color_cwd
29	29	--> set suffix '$'
54	54	-> set_color $color_cwd
90	992	-> echo -n (prompt_pwd)
255	902	--> prompt_pwd
129	129	---> set -l options 'h/help'
75	75	---> argparse -n prompt_pwd --max-args=0 $options -- $argv
13	35	---> if set -q _flag_help...
22	22	----> set -q _flag_help
20	20	---> set -q fish_prompt_pwd_dir_length
31	31	---> or set -l fish_prompt_pwd_dir_length 1
68	68	---> set realhome ~
104	182	---> set -l tmp (string replace -r '^'"$realhome"'($|/)' '~$1' $PWD)
78	78	----> string replace -r '^'"$realhome"'($|/)' '~$1' $PWD
18	107	---> if [ $fish_prompt_pwd_dir_length -eq 0 ]...
29	29	----> [ $fish_prompt_pwd_dir_length -eq 0 ]
60	60	----> string replace -ar '(\.?[^/]{'"$fish_prompt_pwd_dir_length"'})[^/]*/' '$1/' $tmp
29	29	-> set_color normal
74	26668	-> printf '%s ' (__fish_vcs_prompt)
69	26594	--> __fish_vcs_prompt
915	5424	---> __fish_git_prompt
15	124	----> if not command -sq git...
109	109	-----> not command -sq git
124	4338	----> set -l repo_info (command git rev-parse --git-dir --is-inside-git-dir --is-bare-repository --is-inside-work-tree HEAD ^/dev/null)
4214	4214	-----> command git rev-parse --git-dir --is-inside-git-dir --is-bare-repository --is-inside-work-tree HEAD ^/dev/null
37	37	----> test -n "$repo_info"
10	10	----> or return
417	490	---> __fish_hg_prompt
10	73	----> if not command -sq hg...
55	55	-----> not command -sq hg
8	8	-----> return 1
147	20611	---> __fish_svn_prompt
8	61	----> if not command -sq svn...
53	53	-----> not command -sq svn
107	20347	----> set -l checkout_info (command svn info ^/dev/null)
20240	20240	-----> command svn info ^/dev/null
17	56	----> if [ $status -ne 0 ]...
31	31	-----> [ $status -ne 0 ]
8	8	-----> return
12	35	-> if not test $last_status -eq 0...
23	23	--> not test $last_status -eq 0
23	23	-> echo -n "$suffix "
27	27	-> set_color normal
34	34	> echo $_ " "
47	106	> __fish_pwd
59	59	-> pwd
75	171	> __fish_disable_bracketed_paste 'cd conf.d/'
96	96	-> printf "\e[?2004l"
72	72	> echo $_ " "
144	254	> __fish_pwd
110	110	-> pwd
491	32860	> cd conf.d/
107	107	-> set -l MAX_DIR_HIST 25
19	263	-> if test (count $argv) -gt 1...
145	244	--> test (count $argv) -gt 1
99	99	---> count $argv
23	148	-> if status --is-command-substitution...
125	125	--> status --is-command-substitution
75	75	-> set -l previous $PWD
20	111	-> if test "$argv" = "-"...
91	91	--> test "$argv" = "-"
225	31251	-> builtin cd $argv
50	29103	--> __z_on_variable_pwd VARIABLE SET PWD
239	29053	---> __z_add
128	2292	----> set -l path (command dirname (status -f))
2130	2164	-----> command dirname (status -f)
34	34	------> status -f
99	143	----> for i in $Z_EXCLUDE...
11	44	-----> if contains -- $PWD $i...
33	33	------> contains -- $PWD $i
126	2266	----> set -l tmpfile (mktemp $Z_DATA.XXXXXX)
2140	2140	-----> mktemp $Z_DATA.XXXXXX
45	9233	----> if test -f $tmpfile...
41	41	-----> test -f $tmpfile
4492	7266	-----> command awk -v path="$PWD" -v now=(date +%s) -F "|" -f $path/zadd.awk $Z_DATA 2>/dev/null >$tmpfile
2774	2774	------> date +%s
86	199	-----> if test ! -z "$Z_OWNER"...
113	113	------> test ! -z "$Z_OWNER"
1682	1682	-----> command mv $tmpfile $Z_DATA
144	14880	----> __z_complete
989	14060	-----> set -l __z_marks (string replace -r '\|.*' '' < $Z_DATA | string escape)
13071	13071	------> string replace -r '\|.*' '' < $Z_DATA | string escape
287	287	-----> complete -c $Z_CMD -a "$__z_marks" -f
267	267	-----> complete -c $ZO_CMD -a "$__z_marks" -f
28	28	-----> complete -c $Z_CMD -s c -l clean  -d "Cleans out $Z_DATA"
17	17	-----> complete -c $Z_CMD -s e -l echo   -d "Prints best match, no cd"
15	15	-----> complete -c $Z_CMD -s l -l list   -d "List matches, no cd"
19	19	-----> complete -c $Z_CMD -s p -l purge  -d "Purges $Z_DATA"
14	14	-----> complete -c $Z_CMD -s r -l rank   -d "Searches by rank, cd"
15	15	-----> complete -c $Z_CMD -s t -l recent -d "Searches by recency, cd"
14	14	-----> complete -c $Z_CMD -s h -l help   -d "Print help"
60	1923	--> __update_cwd_osc VARIABLE SET PWD
8	33	---> if status --is-command-substitution...
15	15	----> status --is-command-substitution
10	10	----> or set -q INSIDE_EMACS
131	1830	---> printf \e\]7\;file://\%s\%s\a (hostname) (string escape --style=url $PWD)
1671	1671	----> hostname
28	28	----> string escape --style=url $PWD
42	42	-> set -l cd_status $status
39	350	-> if test $cd_status -eq 0 -a "$PWD" != "$previous"...
60	60	--> test $cd_status -eq 0 -a "$PWD" != "$previous"
23	23	--> set -q dirprev
30	30	--> set -q dirprev[$MAX_DIR_HIST]
139	139	--> set -g dirprev $dirprev $previous
30	30	--> set -e dirnext
29	29	--> set -g __fish_cd_direction prev
22	22	-> return $cd_status
24	43	> __fish_enable_bracketed_paste
19	19	-> printf "\e[?2004h"
30	319	> fish_mode_prompt
150	289	-> fish_default_mode_prompt
13	139	--> if test "$fish_key_bindings" = "fish_vi_key_bindings"...
96	96	---> test "$fish_key_bindings" = "fish_vi_key_bindings"
30	30	---> or test "$fish_key_bindings" = "fish_hybrid_key_bindings"
454	27803	> fish_prompt
26	26	-> set -l last_status $status
7	19	-> if not set -q __fish_git_prompt_show_informative_status...
12	12	--> not set -q __fish_git_prompt_show_informative_status
6	15	-> if not set -q __fish_git_prompt_hide_untrackedfiles...
9	9	--> not set -q __fish_git_prompt_hide_untrackedfiles
6	15	-> if not set -q __fish_git_prompt_color_branch...
9	9	--> not set -q __fish_git_prompt_color_branch
6	15	-> if not set -q __fish_git_prompt_showupstream...
9	9	--> not set -q __fish_git_prompt_showupstream
5	14	-> if not set -q __fish_git_prompt_char_upstream_ahead...
9	9	--> not set -q __fish_git_prompt_char_upstream_ahead
5	19	-> if not set -q __fish_git_prompt_char_upstream_behind...
14	14	--> not set -q __fish_git_prompt_char_upstream_behind
6	15	-> if not set -q __fish_git_prompt_char_upstream_prefix...
9	9	--> not set -q __fish_git_prompt_char_upstream_prefix
5	14	-> if not set -q __fish_git_prompt_char_stagedstate...
9	9	--> not set -q __fish_git_prompt_char_stagedstate
6	14	-> if not set -q __fish_git_prompt_char_dirtystate...
8	8	--> not set -q __fish_git_prompt_char_dirtystate
6	14	-> if not set -q __fish_git_prompt_char_untrackedfiles...
8	8	--> not set -q __fish_git_prompt_char_untrackedfiles
7	15	-> if not set -q __fish_git_prompt_char_conflictedstate...
8	8	--> not set -q __fish_git_prompt_char_conflictedstate
6	14	-> if not set -q __fish_git_prompt_char_cleanstate...
8	8	--> not set -q __fish_git_prompt_char_cleanstate
6	19	-> if not set -q __fish_git_prompt_color_dirtystate...
13	13	--> not set -q __fish_git_prompt_color_dirtystate
5	14	-> if not set -q __fish_git_prompt_color_stagedstate...
9	9	--> not set -q __fish_git_prompt_color_stagedstate
5	14	-> if not set -q __fish_git_prompt_color_invalidstate...
9	9	--> not set -q __fish_git_prompt_color_invalidstate
6	15	-> if not set -q __fish_git_prompt_color_untrackedfiles...
9	9	--> not set -q __fish_git_prompt_color_untrackedfiles
5	14	-> if not set -q __fish_git_prompt_color_cleanstate...
9	9	--> not set -q __fish_git_prompt_color_cleanstate
5	14	-> if not set -q __fish_prompt_normal...
9	9	--> not set -q __fish_prompt_normal
15	15	-> set -l color_cwd
13	13	-> set -l prefix
13	13	-> set -l suffix
20	57	-> switch "$USER"...
19	19	--> set color_cwd $fish_color_cwd
18	18	--> set suffix '$'
60	60	-> set_color $color_cwd
55	593	-> echo -n (prompt_pwd)
182	538	--> prompt_pwd
23	23	---> set -l options 'h/help'
54	54	---> argparse -n prompt_pwd --max-args=0 $options -- $argv
8	18	---> if set -q _flag_help...
10	10	----> set -q _flag_help
10	10	---> set -q fish_prompt_pwd_dir_length
15	15	---> or set -l fish_prompt_pwd_dir_length 1
51	51	---> set realhome ~
59	106	---> set -l tmp (string replace -r '^'"$realhome"'($|/)' '~$1' $PWD)
47	47	----> string replace -r '^'"$realhome"'($|/)' '~$1' $PWD
10	79	---> if [ $fish_prompt_pwd_dir_length -eq 0 ]...
36	36	----> [ $fish_prompt_pwd_dir_length -eq 0 ]
33	33	----> string replace -ar '(\.?[^/]{'"$fish_prompt_pwd_dir_length"'})[^/]*/' '$1/' $tmp
16	16	-> set_color normal
48	26226	-> printf '%s ' (__fish_vcs_prompt)
73	26178	--> __fish_vcs_prompt
680	6129	---> __fish_git_prompt
21	214	----> if not command -sq git...
193	193	-----> not command -sq git
139	5208	----> set -l repo_info (command git rev-parse --git-dir --is-inside-git-dir --is-bare-repository --is-inside-work-tree HEAD ^/dev/null)
5069	5069	-----> command git rev-parse --git-dir --is-inside-git-dir --is-bare-repository --is-inside-work-tree HEAD ^/dev/null
21	21	----> test -n "$repo_info"
6	6	----> or return
358	425	---> __fish_hg_prompt
10	67	----> if not command -sq hg...
49	49	-----> not command -sq hg
8	8	-----> return 1
179	19551	---> __fish_svn_prompt
7	59	----> if not command -sq svn...
52	52	-----> not command -sq svn
97	19272	----> set -l checkout_info (command svn info ^/dev/null)
19175	19175	-----> command svn info ^/dev/null
12	41	----> if [ $status -ne 0 ]...
23	23	-----> [ $status -ne 0 ]
6	6	-----> return
8	23	-> if not test $last_status -eq 0...
15	15	--> not test $last_status -eq 0
14	14	-> echo -n "$suffix "
20	20	-> set_color normal
13	13	> echo $_ " "
29	72	> __fish_pwd
43	43	-> pwd
70	107	> __fish_disable_bracketed_paste ls
37	37	-> printf "\e[?2004l"
50	50	> echo $_ " "
51	118	> __fish_pwd
67	67	-> pwd
222	5294	> ls
5072	5072	-> command ls -G $argv
61	116	> __fish_enable_bracketed_paste
55	55	-> printf "\e[?2004h"
45	417	> fish_mode_prompt
179	372	-> fish_default_mode_prompt
14	193	--> if test "$fish_key_bindings" = "fish_vi_key_bindings"...
148	148	---> test "$fish_key_bindings" = "fish_vi_key_bindings"
31	31	---> or test "$fish_key_bindings" = "fish_hybrid_key_bindings"
982	31072	> fish_prompt
67	67	-> set -l last_status $status
34	60	-> if not set -q __fish_git_prompt_show_informative_status...
26	26	--> not set -q __fish_git_prompt_show_informative_status
13	42	-> if not set -q __fish_git_prompt_hide_untrackedfiles...
29	29	--> not set -q __fish_git_prompt_hide_untrackedfiles
11	26	-> if not set -q __fish_git_prompt_color_branch...
15	15	--> not set -q __fish_git_prompt_color_branch
9	22	-> if not set -q __fish_git_prompt_showupstream...
13	13	--> not set -q __fish_git_prompt_showupstream
24	38	-> if not set -q __fish_git_prompt_char_upstream_ahead...
14	14	--> not set -q __fish_git_prompt_char_upstream_ahead
6	17	-> if not set -q __fish_git_prompt_char_upstream_behind...
11	11	--> not set -q __fish_git_prompt_char_upstream_behind
7	21	-> if not set -q __fish_git_prompt_char_upstream_prefix...
14	14	--> not set -q __fish_git_prompt_char_upstream_prefix
8	18	-> if not set -q __fish_git_prompt_char_stagedstate...
10	10	--> not set -q __fish_git_prompt_char_stagedstate
6	16	-> if not set -q __fish_git_prompt_char_dirtystate...
10	10	--> not set -q __fish_git_prompt_char_dirtystate
6	16	-> if not set -q __fish_git_prompt_char_untrackedfiles...
10	10	--> not set -q __fish_git_prompt_char_untrackedfiles
